#COG functions of genes with Fis binding in early exponential phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b4231	Carbohydrate_transport_and_metabolism
b4237	Posttranslational_modification_protein_turnover_chaperones
b4238	Nucleotide_transport_and_metabolism
b4241	Transcription
b4242	Inorganic_ion_transport_and_metabolism
b4263	General_function_prediction_only
b4271	Replication_recombination_and_repair
b4278	Replication_recombination_and_repair
b4280	General_function_prediction_only
b4295	Transcription
b4300	Carbohydrate_transport_and_metabolism
b4300	Transcription
b4301	Carbohydrate_transport_and_metabolism
b4302	Carbohydrate_transport_and_metabolism
b4302	Signal_transduction_mechanisms
b4303	General_function_prediction_only
b4304	Carbohydrate_transport_and_metabolism
b4321	Carbohydrate_transport_and_metabolism
b4321	Amino_acid_transport_and_metabolism
b4322	Carbohydrate_transport_and_metabolism
b4323	Carbohydrate_transport_and_metabolism
b4329	Function_unknown
b4330	Function_unknown
b4336	Function_unknown
b4337	Carbohydrate_transport_and_metabolism
b4337	General_function_prediction_only
b4337	Inorganic_ion_transport_and_metabolism
b4337	Amino_acid_transport_and_metabolism
b4354	Signal_transduction_mechanisms
b4355	Cell_motility
b4355	Signal_transduction_mechanisms
b4376	General_function_prediction_only
