#COG functions of genes with H-NS binding in transition to stationary phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b1217	General_function_prediction_only
b1218	Inorganic_ion_transport_and_metabolism
b1224	Energy_production_and_conversion
b1225	Energy_production_and_conversion
b1226	Energy_production_and_conversion
b1227	Energy_production_and_conversion
b1236	Cell_wall_membrane_envelope_biogenesis
b1237	General_function_prediction_only
b1238	Nucleotide_transport_and_metabolism
b1243	Amino_acid_transport_and_metabolism
b1244	Amino_acid_transport_and_metabolism
b1245	Amino_acid_transport_and_metabolism
b1247	Amino_acid_transport_and_metabolism
b1249	Lipid_transport_and_metabolism
b1250	Inorganic_ion_transport_and_metabolism
b1251	Function_unknown
b1252	Cell_wall_membrane_envelope_biogenesis
b1254	Cell_cycle_control_cell_division_chromosome_partitioning
b1256	Cell_wall_membrane_envelope_biogenesis
b1257	Function_unknown
b1258	Function_unknown
b1260	Amino_acid_transport_and_metabolism
b1261	Amino_acid_transport_and_metabolism
b1262	Amino_acid_transport_and_metabolism
b1263	Amino_acid_transport_and_metabolism
b1264	Coenzyme_transport_and_metabolism
b1264	Amino_acid_transport_and_metabolism
b1266	General_function_prediction_only
b1276	Energy_production_and_conversion
b1284	Carbohydrate_transport_and_metabolism
b1284	Transcription
b1310	Carbohydrate_transport_and_metabolism
b1311	Carbohydrate_transport_and_metabolism
b1312	Carbohydrate_transport_and_metabolism
b1313	General_function_prediction_only
b1313	Amino_acid_transport_and_metabolism
b1314	Carbohydrate_transport_and_metabolism
b1315	General_function_prediction_only
b1316	Carbohydrate_transport_and_metabolism
b1317	General_function_prediction_only
b1318	Carbohydrate_transport_and_metabolism
b1329	Amino_acid_transport_and_metabolism
b1330	Cell_wall_membrane_envelope_biogenesis
b1331	Replication_recombination_and_repair
b1340	Function_unknown
b1345	Replication_recombination_and_repair
b1349	Replication_recombination_and_repair
b1363	Inorganic_ion_transport_and_metabolism
b1365	Transcription
b1369	Cell_wall_membrane_envelope_biogenesis
b1377	Cell_wall_membrane_envelope_biogenesis
b1409	General_function_prediction_only
b1410	Secondary_metabolites_biosynthesis_transport_and_catabolism
b1410	General_function_prediction_only
b1411	Signal_transduction_mechanisms
b1418	Energy_production_and_conversion
b1421	Cell_motility
b1421	Signal_transduction_mechanisms
b1440	Amino_acid_transport_and_metabolism
b1441	Amino_acid_transport_and_metabolism
b1442	Amino_acid_transport_and_metabolism
b1443	Amino_acid_transport_and_metabolism
b1450	Transcription
b1451	Inorganic_ion_transport_and_metabolism
b1452	Function_unknown
b1461	General_function_prediction_only
b1469	Inorganic_ion_transport_and_metabolism
b1471	Function_unknown
b1472	Cell_wall_membrane_envelope_biogenesis
b1479	Energy_production_and_conversion
b1482	Posttranslational_modification_protein_turnover_chaperones
b1489	Signal_transduction_mechanisms
b1490	Signal_transduction_mechanisms
b1492	Amino_acid_transport_and_metabolism
b1493	Amino_acid_transport_and_metabolism
b1496	General_function_prediction_only
b1498	Inorganic_ion_transport_and_metabolism
b1501	Energy_production_and_conversion
b1503	Cell_motility
b1503	Intracellular_trafficking_secretion_and_vesicular_transport
b1504	Cell_motility
b1504	Intracellular_trafficking_secretion_and_vesicular_transport
b1505	Cell_motility
b1505	Intracellular_trafficking_secretion_and_vesicular_transport
b1506	Transcription
b1528	Carbohydrate_transport_and_metabolism
b1535	Signal_transduction_mechanisms
b1536	Function_unknown
b1537	General_function_prediction_only
b1542	Carbohydrate_transport_and_metabolism
b1543	Carbohydrate_transport_and_metabolism
b1543	General_function_prediction_only
b1543	Inorganic_ion_transport_and_metabolism
b1543	Amino_acid_transport_and_metabolism
b1552	Transcription
b1554	General_function_prediction_only
b1557	Transcription
b1558	Transcription
b1578	Replication_recombination_and_repair
b1579	Replication_recombination_and_repair
b1582	Function_unknown
b1584	Translation_ribosomal_structure_and_biogenesis
b1599	Inorganic_ion_transport_and_metabolism
b1600	Inorganic_ion_transport_and_metabolism
b1601	General_function_prediction_only
b1619	Secondary_metabolites_biosynthesis_transport_and_catabolism
b1619	General_function_prediction_only
b1619	Lipid_transport_and_metabolism
b1627	Energy_production_and_conversion
b1628	Energy_production_and_conversion
b1629	Energy_production_and_conversion
b1630	Energy_production_and_conversion
b1631	Energy_production_and_conversion
b1632	Energy_production_and_conversion
b1633	Replication_recombination_and_repair
b1634	Amino_acid_transport_and_metabolism
b1642	Transcription
b1645	Function_unknown
b1662	Coenzyme_transport_and_metabolism
b1670	Energy_production_and_conversion
b1671	Energy_production_and_conversion
b1673	Energy_production_and_conversion
b1674	Energy_production_and_conversion
b1676	Carbohydrate_transport_and_metabolism
b1690	Carbohydrate_transport_and_metabolism
b1690	General_function_prediction_only
b1690	Inorganic_ion_transport_and_metabolism
b1690	Amino_acid_transport_and_metabolism
b1692	Amino_acid_transport_and_metabolism
b1693	Amino_acid_transport_and_metabolism
b1694	Lipid_transport_and_metabolism
b1696	Transcription
b1697	Energy_production_and_conversion
b1698	Energy_production_and_conversion
b1699	Energy_production_and_conversion
b1700	Energy_production_and_conversion
b1702	Carbohydrate_transport_and_metabolism
b1703	Function_unknown
b1707	Signal_transduction_mechanisms
b1708	Cell_wall_membrane_envelope_biogenesis
b1712	Replication_recombination_and_repair
b1713	General_function_prediction_only
b1714	Translation_ribosomal_structure_and_biogenesis
b1716	Translation_ribosomal_structure_and_biogenesis
b1718	Translation_ribosomal_structure_and_biogenesis
b1719	Translation_ribosomal_structure_and_biogenesis
b1733	Function_unknown
b1734	Carbohydrate_transport_and_metabolism
b1735	Transcription
b1736	Carbohydrate_transport_and_metabolism
b1737	Carbohydrate_transport_and_metabolism
b1738	Carbohydrate_transport_and_metabolism
b1743	Cell_motility
b1743	Inorganic_ion_transport_and_metabolism
b1743	Intracellular_trafficking_secretion_and_vesicular_transport
b1743	Signal_transduction_mechanisms
b1769	Carbohydrate_transport_and_metabolism
b1769	General_function_prediction_only
b1769	Inorganic_ion_transport_and_metabolism
b1769	Amino_acid_transport_and_metabolism
b1770	Carbohydrate_transport_and_metabolism
b1770	Transcription
b1785	Signal_transduction_mechanisms
b1786	Signal_transduction_mechanisms
b1793	General_function_prediction_only
b1795	Function_unknown
b1797	Inorganic_ion_transport_and_metabolism
b1798	Amino_acid_transport_and_metabolism
b1801	Cell_wall_membrane_envelope_biogenesis
b1802	General_function_prediction_only
b1802	Inorganic_ion_transport_and_metabolism
b1821	Function_unknown
b1823	Transcription
b1860	Replication_recombination_and_repair
b1861	Replication_recombination_and_repair
b1873	Energy_production_and_conversion
b1895	Signal_transduction_mechanisms
b1900	Carbohydrate_transport_and_metabolism
b1901	Carbohydrate_transport_and_metabolism
b1902	Inorganic_ion_transport_and_metabolism
b1905	Inorganic_ion_transport_and_metabolism
b1914	Transcription
b1914	Signal_transduction_mechanisms
b1932	General_function_prediction_only
b1932	Transcription
b1935	Function_unknown
b1951	Transcription
b1962	General_function_prediction_only
b1967	General_function_prediction_only
b1968	Signal_transduction_mechanisms
b1969	Transcription
b1969	Signal_transduction_mechanisms
b1970	General_function_prediction_only
b1971	General_function_prediction_only
b1972	Function_unknown
b1981	Carbohydrate_transport_and_metabolism
b1981	General_function_prediction_only
b1981	Inorganic_ion_transport_and_metabolism
b1981	Amino_acid_transport_and_metabolism
b1983	Function_unknown
b1994	Replication_recombination_and_repair
b1995	Inorganic_ion_transport_and_metabolism
b2010	Cell_wall_membrane_envelope_biogenesis
b2011	Replication_recombination_and_repair
b2012	Posttranslational_modification_protein_turnover_chaperones
b2013	General_function_prediction_only
b2028	Cell_wall_membrane_envelope_biogenesis
b2029	Carbohydrate_transport_and_metabolism
b2030	Replication_recombination_and_repair
b2037	General_function_prediction_only
b2038	Cell_wall_membrane_envelope_biogenesis
b2039	Cell_wall_membrane_envelope_biogenesis
b2040	Cell_wall_membrane_envelope_biogenesis
b2041	Cell_wall_membrane_envelope_biogenesis
b2042	Cell_wall_membrane_envelope_biogenesis
b2058	Amino_acid_transport_and_metabolism
b2059	Cell_wall_membrane_envelope_biogenesis
b2061	Signal_transduction_mechanisms
b2062	Cell_wall_membrane_envelope_biogenesis
b2065	Nucleotide_transport_and_metabolism
b2066	Nucleotide_transport_and_metabolism
b2067	Signal_transduction_mechanisms
b2070	General_function_prediction_only
b2071	Function_unknown
b2086	General_function_prediction_only
b2086	Lipid_transport_and_metabolism
b2109	Cell_motility
b2109	Intracellular_trafficking_secretion_and_vesicular_transport
b2110	Cell_motility
b2110	Intracellular_trafficking_secretion_and_vesicular_transport
b2111	Cell_motility
b2111	Intracellular_trafficking_secretion_and_vesicular_transport
b2119	General_function_prediction_only
b2123	Function_unknown
b2139	Intracellular_trafficking_secretion_and_vesicular_transport
b2139	Cell_wall_membrane_envelope_biogenesis
b2146	General_function_prediction_only
b2146	Amino_acid_transport_and_metabolism
b2162	Nucleotide_transport_and_metabolism
b2165	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2166	Carbohydrate_transport_and_metabolism
b2175	Cell_wall_membrane_envelope_biogenesis
b2194	Posttranslational_modification_protein_turnover_chaperones
b2195	Energy_production_and_conversion
b2195	Posttranslational_modification_protein_turnover_chaperones
b2196	Posttranslational_modification_protein_turnover_chaperones
b2197	Posttranslational_modification_protein_turnover_chaperones
b2198	Intracellular_trafficking_secretion_and_vesicular_transport
b2199	Posttranslational_modification_protein_turnover_chaperones
b2200	Posttranslational_modification_protein_turnover_chaperones
b2201	Posttranslational_modification_protein_turnover_chaperones
b2202	Energy_production_and_conversion
b2204	Energy_production_and_conversion
b2205	Energy_production_and_conversion
b2206	Energy_production_and_conversion
b2207	Inorganic_ion_transport_and_metabolism
b2208	Energy_production_and_conversion
b2215	Cell_wall_membrane_envelope_biogenesis
b2216	Signal_transduction_mechanisms
b2217	Transcription
b2217	Signal_transduction_mechanisms
b2233	Intracellular_trafficking_secretion_and_vesicular_transport
b2233	Cell_wall_membrane_envelope_biogenesis
b2234	Nucleotide_transport_and_metabolism
b2235	Nucleotide_transport_and_metabolism
b2251	General_function_prediction_only
b2251	Replication_recombination_and_repair
b2254	Cell_wall_membrane_envelope_biogenesis
b2255	Translation_ribosomal_structure_and_biogenesis
b2256	Carbohydrate_transport_and_metabolism
b2257	Cell_wall_membrane_envelope_biogenesis
b2267	General_function_prediction_only
b2270	General_function_prediction_only
b2271	General_function_prediction_only
b2289	Transcription
b2290	Amino_acid_transport_and_metabolism
b2303	Coenzyme_transport_and_metabolism
b2304	General_function_prediction_only
b2333	Cell_motility
b2333	Intracellular_trafficking_secretion_and_vesicular_transport
b2334	Cell_motility
b2334	Intracellular_trafficking_secretion_and_vesicular_transport
b2335	Cell_motility
b2335	Intracellular_trafficking_secretion_and_vesicular_transport
b2336	Cell_motility
b2336	Intracellular_trafficking_secretion_and_vesicular_transport
b2339	Cell_motility
b2339	Intracellular_trafficking_secretion_and_vesicular_transport
b2361	General_function_prediction_only
b2367	Carbohydrate_transport_and_metabolism
b2367	General_function_prediction_only
b2367	Inorganic_ion_transport_and_metabolism
b2367	Amino_acid_transport_and_metabolism
b2368	Defense_mechanisms
b2369	Transcription
b2369	Signal_transduction_mechanisms
b2370	Signal_transduction_mechanisms
b2371	Energy_production_and_conversion
b2372	General_function_prediction_only
b2373	Coenzyme_transport_and_metabolism
b2373	Amino_acid_transport_and_metabolism
b2374	Energy_production_and_conversion
b2379	Amino_acid_transport_and_metabolism
b2380	Signal_transduction_mechanisms
b2381	Transcription
b2381	Signal_transduction_mechanisms
b2382	Transcription
b2405	Transcription
b2406	Carbohydrate_transport_and_metabolism
b2406	General_function_prediction_only
b2406	Inorganic_ion_transport_and_metabolism
b2406	Amino_acid_transport_and_metabolism
b2407	Nucleotide_transport_and_metabolism
b2457	Energy_production_and_conversion
b2457	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2458	Energy_production_and_conversion
b2459	Amino_acid_transport_and_metabolism
b2460	Amino_acid_transport_and_metabolism
b2461	Amino_acid_transport_and_metabolism
b2471	Inorganic_ion_transport_and_metabolism
b2472	Amino_acid_transport_and_metabolism
b2503	Signal_transduction_mechanisms
b2546	Carbohydrate_transport_and_metabolism
b2547	Carbohydrate_transport_and_metabolism
b2548	Carbohydrate_transport_and_metabolism
b2562	Energy_production_and_conversion
b2604	Signal_transduction_mechanisms
b2605	Cell_wall_membrane_envelope_biogenesis
b2647	Intracellular_trafficking_secretion_and_vesicular_transport
b2647	Cell_wall_membrane_envelope_biogenesis
b2658	Carbohydrate_transport_and_metabolism
b2660	General_function_prediction_only
b2661	Energy_production_and_conversion
b2662	Amino_acid_transport_and_metabolism
b2663	Amino_acid_transport_and_metabolism
b2669	General_function_prediction_only
b2677	Amino_acid_transport_and_metabolism
b2678	Amino_acid_transport_and_metabolism
b2679	Amino_acid_transport_and_metabolism
b2734	Signal_transduction_mechanisms
b2750	Inorganic_ion_transport_and_metabolism
b2751	Inorganic_ion_transport_and_metabolism
b2752	Coenzyme_transport_and_metabolism
b2752	Amino_acid_transport_and_metabolism
b2753	General_function_prediction_only
b2755	Replication_recombination_and_repair
b2761	General_function_prediction_only
b2775	Carbohydrate_transport_and_metabolism
b2775	General_function_prediction_only
b2775	Inorganic_ion_transport_and_metabolism
b2775	Amino_acid_transport_and_metabolism
b2776	Carbohydrate_transport_and_metabolism
b2777	Posttranslational_modification_protein_turnover_chaperones
b2785	Translation_ribosomal_structure_and_biogenesis
b2786	Signal_transduction_mechanisms
b2799	Energy_production_and_conversion
b2800	Carbohydrate_transport_and_metabolism
b2801	Carbohydrate_transport_and_metabolism
b2802	Carbohydrate_transport_and_metabolism
b2803	Carbohydrate_transport_and_metabolism
b2804	Carbohydrate_transport_and_metabolism
b2805	Carbohydrate_transport_and_metabolism
b2805	Transcription
b2841	Carbohydrate_transport_and_metabolism
b2841	General_function_prediction_only
b2841	Inorganic_ion_transport_and_metabolism
b2841	Amino_acid_transport_and_metabolism
b2843	Carbohydrate_transport_and_metabolism
b2844	Lipid_transport_and_metabolism
b2845	Amino_acid_transport_and_metabolism
b2846	Transcription
b2847	Transcription
b2851	General_function_prediction_only
b2852	Transcription
b2866	Energy_production_and_conversion
b2867	Energy_production_and_conversion
b2868	Energy_production_and_conversion
b2869	Transcription
b2869	Signal_transduction_mechanisms
b2877	General_function_prediction_only
b2878	General_function_prediction_only
b2878	Amino_acid_transport_and_metabolism
b2887	General_function_prediction_only
b2887	Amino_acid_transport_and_metabolism
b2888	Nucleotide_transport_and_metabolism
b2889	Lipid_transport_and_metabolism
b2928	Coenzyme_transport_and_metabolism
b2929	Transcription
b2930	Carbohydrate_transport_and_metabolism
b2933	Carbohydrate_transport_and_metabolism
b2934	Carbohydrate_transport_and_metabolism
b2934	Signal_transduction_mechanisms
b2970	Intracellular_trafficking_secretion_and_vesicular_transport
b2987	Inorganic_ion_transport_and_metabolism
b2990	Posttranslational_modification_protein_turnover_chaperones
b2991	General_function_prediction_only
b2993	Energy_production_and_conversion
b2994	Energy_production_and_conversion
b2996	Energy_production_and_conversion
b2997	Energy_production_and_conversion
b3020	Amino_acid_transport_and_metabolism
b3028	General_function_prediction_only
b3043	Cell_motility
b3043	Intracellular_trafficking_secretion_and_vesicular_transport
b3051	Function_unknown
b3060	Transcription
b3061	Energy_production_and_conversion
b3062	Energy_production_and_conversion
b3063	Inorganic_ion_transport_and_metabolism
b3103	Function_unknown
b3104	Function_unknown
b3115	Energy_production_and_conversion
b3116	Amino_acid_transport_and_metabolism
b3117	Amino_acid_transport_and_metabolism
b3118	Transcription
b3125	Lipid_transport_and_metabolism
b3126	Carbohydrate_transport_and_metabolism
b3127	Carbohydrate_transport_and_metabolism
b3127	General_function_prediction_only
b3127	Inorganic_ion_transport_and_metabolism
b3127	Amino_acid_transport_and_metabolism
b3128	Carbohydrate_transport_and_metabolism
b3142	Cell_motility
b3142	Intracellular_trafficking_secretion_and_vesicular_transport
b3143	Cell_motility
b3143	Intracellular_trafficking_secretion_and_vesicular_transport
b3144	Cell_motility
b3144	Intracellular_trafficking_secretion_and_vesicular_transport
b3145	Cell_motility
b3145	Intracellular_trafficking_secretion_and_vesicular_transport
b3215	Cell_motility
b3215	Intracellular_trafficking_secretion_and_vesicular_transport
b3216	Cell_motility
b3216	Intracellular_trafficking_secretion_and_vesicular_transport
b3220	Function_unknown
b3227	Energy_production_and_conversion
b3264	Transcription
b3265	Cell_wall_membrane_envelope_biogenesis
b3266	Defense_mechanisms
b3268	Signal_transduction_mechanisms
b3268	Amino_acid_transport_and_metabolism
b3270	Amino_acid_transport_and_metabolism
b3271	Amino_acid_transport_and_metabolism
b3291	Cell_wall_membrane_envelope_biogenesis
b3370	Amino_acid_transport_and_metabolism
b3371	Cell_wall_membrane_envelope_biogenesis
b3374	Carbohydrate_transport_and_metabolism
b3408	Inorganic_ion_transport_and_metabolism
b3409	Inorganic_ion_transport_and_metabolism
b3418	Transcription
b3455	Amino_acid_transport_and_metabolism
b3456	Amino_acid_transport_and_metabolism
b3457	Amino_acid_transport_and_metabolism
b3458	Amino_acid_transport_and_metabolism
b3487	Cell_wall_membrane_envelope_biogenesis
b3505	Replication_recombination_and_repair
b3507	Transcription
b3508	Function_unknown
b3511	Function_unknown
b3512	Transcription
b3513	Cell_wall_membrane_envelope_biogenesis
b3514	Defense_mechanisms
b3515	Transcription
b3516	Transcription
b3517	Amino_acid_transport_and_metabolism
b3518	Inorganic_ion_transport_and_metabolism
b3519	Carbohydrate_transport_and_metabolism
b3520	Transcription
b3520	Signal_transduction_mechanisms
b3521	Transcription
b3539	Amino_acid_transport_and_metabolism
b3556	Transcription
b3557	Replication_recombination_and_repair
b3561	Function_unknown
b3563	Function_unknown
b3564	Carbohydrate_transport_and_metabolism
b3565	Carbohydrate_transport_and_metabolism
b3566	Carbohydrate_transport_and_metabolism
b3567	Carbohydrate_transport_and_metabolism
b3568	Carbohydrate_transport_and_metabolism
b3569	Transcription
b3584	Cell_wall_membrane_envelope_biogenesis
b3585	Transcription
b3586	Defense_mechanisms
b3615	Cell_wall_membrane_envelope_biogenesis
b3616	General_function_prediction_only
b3616	Amino_acid_transport_and_metabolism
b3617	Coenzyme_transport_and_metabolism
b3619	Carbohydrate_transport_and_metabolism
b3619	Cell_wall_membrane_envelope_biogenesis
b3620	Cell_wall_membrane_envelope_biogenesis
b3621	Cell_wall_membrane_envelope_biogenesis
b3622	Cell_wall_membrane_envelope_biogenesis
b3623	Cell_wall_membrane_envelope_biogenesis
b3626	Cell_wall_membrane_envelope_biogenesis
b3627	Cell_wall_membrane_envelope_biogenesis
b3628	Cell_wall_membrane_envelope_biogenesis
b3631	Cell_wall_membrane_envelope_biogenesis
b3632	Cell_wall_membrane_envelope_biogenesis
b3633	Cell_wall_membrane_envelope_biogenesis
b3634	Coenzyme_transport_and_metabolism
b3656	Carbohydrate_transport_and_metabolism
b3659	Carbohydrate_transport_and_metabolism
b3659	General_function_prediction_only
b3659	Inorganic_ion_transport_and_metabolism
b3659	Amino_acid_transport_and_metabolism
b3660	Carbohydrate_transport_and_metabolism
b3660	General_function_prediction_only
b3660	Amino_acid_transport_and_metabolism
b3661	Inorganic_ion_transport_and_metabolism
b3664	General_function_prediction_only
b3665	Nucleotide_transport_and_metabolism
b3678	Inorganic_ion_transport_and_metabolism
b3679	General_function_prediction_only
b3680	Transcription
b3709	Amino_acid_transport_and_metabolism
b3719	Inorganic_ion_transport_and_metabolism
b3720	Carbohydrate_transport_and_metabolism
b3721	Carbohydrate_transport_and_metabolism
b3722	Carbohydrate_transport_and_metabolism
b3723	Transcription
b3731	Energy_production_and_conversion
b3732	Energy_production_and_conversion
b3733	Energy_production_and_conversion
b3734	Energy_production_and_conversion
b3735	Energy_production_and_conversion
b3736	Energy_production_and_conversion
b3737	Energy_production_and_conversion
b3738	Energy_production_and_conversion
b3739	Energy_production_and_conversion
